"observation","specname","latitude","longitude","carp_color"
"33934",228215,"Polyporales sensu lato",35.25375,-85.79905,0
"34173",231044,"Polyporales sensu lato",35.021,-85.58025,0
"34174",231043,"Polyporales sensu lato",35.021,-85.58025,0
"34181",231034,"Polyporales sensu lato",35.021,-85.58025,0
"34222",229817,"Polyporales sensu lato",35.0063,-85.3658,0
"34232",229807,"Polyporales sensu lato",35.0063,-85.3658,0
"34233",229806,"Polyporales sensu lato",35.0063,-85.3658,0
"34280",228601,"Polyporales sensu lato",35.07685,-85.2685,0
"34457",228299,"Polyporales sensu lato",28.64865,-81.17905,0
"34552",228013,"Polyporales sensu lato",34.99795,-85.1826,0
"34555",228010,"Polyporales sensu lato",34.99795,-85.1826,0
"34557",228007,"Polyporales sensu lato",34.99795,-85.1826,0
"34558",228006,"Polyporales sensu lato",34.99795,-85.1826,0
"34575",227437,"Polyporales sensu lato",37.79845,-122.466,0
"34688",227745,"Polyporales sensu lato",34.99795,-85.1826,0
"34690",227743,"Polyporales sensu lato",34.99795,-85.1826,0
"34692",227740,"Polyporales sensu lato",34.99795,-85.1826,0
"34788",227358,"Polyporales sensu lato",35.1239,-85.21985,0
"34789",227357,"Polyporales sensu lato",35.1239,-85.21985,0
"34790",227356,"Polyporales sensu lato",35.1239,-85.21985,0
"35211",226890,"Polyporales sensu lato",35.12015,-85.3666,0
"35214",226887,"Polyporales sensu lato",35.12015,-85.3666,0
"35310",226783,"Polyporales sensu lato",35.1048,-85.33425,0
"35312",226781,"Polyporales sensu lato",35.1048,-85.33425,0
"35317",226773,"Polyporales sensu lato",35.1048,-85.33425,0
"35416",240879,"Polyporales sensu lato",27.82825,-82.37965,0
"35417",240878,"Polyporales sensu lato",27.82825,-82.37965,0
"35418",240877,"Polyporales sensu lato",27.82825,-82.37965,0
"35420",240875,"Polyporales sensu lato",27.82825,-82.37965,0
"35421",240874,"Polyporales sensu lato",27.82825,-82.37965,0
"35547",240805,"Polyporales sensu lato",27.79565,-82.31385,0
"35548",240802,"Polyporales sensu lato",27.79565,-82.31385,0
"36184",225753,"Polyporales sensu lato",43.16025,-79.234,0
"36185",225752,"Polyporales sensu lato",43.16025,-79.234,0
"36424",225550,"Polyporales sensu lato",48.06185,-122.51,0
"36434",225514,"Polyporales sensu lato",43.16345,-79.22575,0
"36644",225422,"Polyporales sensu lato",34.02605,-83.0716,0
"36940",225046,"Polyporales sensu lato",37.07225,-122.07,0
"37038",224849,"Polyporales sensu lato",42.08075,-78.4777,0
"37657",223901,"Polyporales sensu lato",43.2468,-77.48665,0
"38215",223328,"Polyporales sensu lato",33.991,-83.4954,0
"38656",223327,"Polyporales sensu lato",33.991,-83.4954,0
"38826",222668,"Polyporales sensu lato",48.41055,-122.6305,0
"39054",222391,"Polyporales sensu lato",36.52615,-121.867,0
"39585",221843,"Polyporales sensu lato",43.16025,-79.234,0
"40002",221475,"Polyporales sensu lato",41.99445,-87.76795,0
"40199",221275,"Polyporales sensu lato",43.15085,-79.24605,0
"40205",221269,"Polyporales sensu lato",43.15085,-79.24605,0
"40208",221266,"Polyporales sensu lato",43.15085,-79.24605,0
"40483",221173,"Polyporales sensu lato",41.8716,-124.1495,0
"40914",222630,"Polyporales sensu lato",43.0844,-89.42385,0
"40922",222400,"Polyporales sensu lato",43.0844,-89.42385,0
"41381",220312,"Polyporales sensu lato",43.16025,-79.234,0
"41414",220271,"Polyporales sensu lato",33.90245,-83.3843,0
"41472",221770,"Polyporales sensu lato",43.01075,-90.1098,0
"41476",221521,"Polyporales sensu lato",43.01075,-90.1098,0
"41793",227198,"Polyporales sensu lato",43.17785,-75.7139,0
"42090",233965,"Polyporales sensu lato",43.08605,-81.81985,0
"43392",217959,"Polyporales sensu lato",26.1691,-81.78875,0
"43480",217896,"Polyporales sensu lato",26.47105,-81.76265,0
"43581",218238,"Polyporales sensu lato",38.67095,-90.46525,0
"43615",217718,"Polyporales sensu lato",36.3199,-78.5837,0
"43651",220926,"Polyporales sensu lato",44.1935,-87.52125,0
"43652",220913,"Polyporales sensu lato",44.1935,-87.52125,0
"43817",217660,"Polyporales sensu lato",48.0075,-122.524,0
"43941",221909,"Polyporales sensu lato",48.1781,-122.6025,0
"44184",218281,"Polyporales sensu lato",35.4268,-83.08515,0
"44877",217123,"Polyporales sensu lato",47.73675,-122.3175,0
"44950",217174,"Polyporales sensu lato",43.3604,-77.95175,0
"44992",218646,"Polyporales sensu lato",43.5642,-89.8179,0
"45052",216956,"Polyporales sensu lato",49.2562,-122.826,0
"45057",216951,"Polyporales sensu lato",49.2562,-122.826,0
"45110",216866,"Polyporales sensu lato",32.3586,-81.2195,0
"45173",220280,"Polyporales sensu lato",44.271,-69.7993,0
"45186",216805,"Polyporales sensu lato",39.82265,-84.91805,0
"45248",217024,"Polyporales sensu lato",39.3544,-86.3493,0
"46044",217122,"Polyporales sensu lato",38.10095,-122.8785,0
"46542",235633,"Polyporales sensu lato",39.78965,-84.9714,0
"46556",215818,"Polyporales sensu lato",46.2019,-91.2656,0
"46563",215749,"Polyporales sensu lato",43.16025,-79.234,0
"46876",239139,"Polyporales sensu lato",43.4745,-110.7755,0
"47236",215421,"Polyporales sensu lato",39.8925,-87.2036,0
"47378",263276,"Polyporales sensu lato",44.4716,-88.0086,0
"47968",214805,"Polyporales sensu lato",39.82395,-84.91325,0
"48075",214929,"Polyporales sensu lato",34.1433,-118.055,0
"48642",231314,"Polyporales sensu lato",33.73615,-117.8015,0
"48910",213265,"Polyporales sensu lato",33.991,-83.4954,0
"49570",212492,"Polyporales sensu lato",33.991,-83.4954,0
"49692",212458,"Polyporales sensu lato",38.01025,-78.45235,0
"49755",212308,"Polyporales sensu lato",43.16025,-79.234,0
"49779",212670,"Polyporales sensu lato",41.8881,-74.72825,0
"49831",212333,"Polyporales sensu lato",33.991,-83.4954,0
"49906",212571,"Polyporales sensu lato",41.8881,-74.72825,0
"50061",212049,"Polyporales sensu lato",44.28215,-87.6598,0
"50063",212047,"Polyporales sensu lato",44.28215,-87.6598,0
"50328",212514,"Polyporales sensu lato",41.32605,-72.02865,0
"50828",213732,"Polyporales sensu lato",33.3514,-110.4595,0
"52579",209805,"Polyporales sensu lato",43.1228,-79.23725,0
"52690",212759,"Polyporales sensu lato",35.7546,-84.76375,0
"52695",212754,"Polyporales sensu lato",35.7546,-84.76375,0
"52968",209621,"Polyporales sensu lato",32.7401,-94.5184,0
"54149",208899,"Polyporales sensu lato",44.1486,-88.3024,0
"55142",207784,"Polyporales sensu lato",41.23335,-75.81305,0
"55172",207642,"Polyporales sensu lato",38.5296,-78.15065,0
"55314",207431,"Polyporales sensu lato",44.40585,-81.47235,0
"55443",207272,"Polyporales sensu lato",43.1228,-79.23725,0
"55509",207709,"Polyporales sensu lato",41.08175,-75.89205,0
"55781",216276,"Polyporales sensu lato",43.7078,-74.9779,0
"56008",206875,"Polyporales sensu lato",41.3588,-80.103,0
"56067",227907,"Polyporales sensu lato",41.29215,-76.12625,0
"56102",206755,"Polyporales sensu lato",33.991,-83.4954,0
"56182",206850,"Polyporales sensu lato",41.43815,-75.2766,0
"56712",206533,"Polyporales sensu lato",35.07605,-83.52845,0
"57300",205483,"Polyporales sensu lato",33.991,-83.4954,0
"57633",205208,"Polyporales sensu lato",33.90245,-83.3843,0
"57863",204907,"Polyporales sensu lato",43.1228,-79.23725,0
"58389",239760,"Polyporales sensu lato",27.50595,-82.71525,0
"58609",204159,"Polyporales sensu lato",33.90245,-83.3843,0
"58776",224524,"Polyporales sensu lato",42.9895,-85.70525,0
"58811",203947,"Polyporales sensu lato",33.991,-83.4954,0
"58827",203836,"Polyporales sensu lato",43.16025,-79.234,0
"58957",205300,"Polyporales sensu lato",29.04915,-95.4103,0
"59189",205302,"Polyporales sensu lato",29.7622,-95.4518,0
"59270",203602,"Polyporales sensu lato",44.6663,-88.08285,0
"59597",203186,"Polyporales sensu lato",40.4348,-79.9037,0
"59852",202776,"Polyporales sensu lato",44.28215,-87.6598,0
"59928",202657,"Polyporales sensu lato",30.3618,-87.16105,0
"60282",202381,"Polyporales sensu lato",48.6643,-122.465,0
"60520",201903,"Polyporales sensu lato",33.991,-83.4954,0
"60894",201362,"Polyporales sensu lato",37.8423,-122.1905,0
"61036",200270,"Polyporales sensu lato",46.56095,-123.569,0
"62686",197318,"Polyporales sensu lato",43.16025,-79.234,0
"64320",200192,"Polyporales sensu lato",33.991,-83.4954,0
"64883",195413,"Polyporales sensu lato",38.0248,-78.56945,0
"9971",263098,"Polyporus arcularius group",30.11305,-97.3212,0
"26807",240331,"Polyporus arcularius group",39.97345,-80.47225,0
"17961",248908,"Polyporus craterellus Berk. & M.A. Curtis",42.77485,-80.9823,0
"18093",248782,"Polyporus craterellus Berk. & M.A. Curtis",40.67455,-80.5413,0
"24015",242157,"Polyporus craterellus Berk. & M.A. Curtis",42.57185,-88.55715,0
"25155",240694,"Polyporus craterellus Berk. & M.A. Curtis",40.307,-74.86385,0
"25543",240362,"Polyporus craterellus Berk. & M.A. Curtis",39.4763,-76.4083,0
"26286",239685,"Polyporus craterellus Berk. & M.A. Curtis",39.6392,-76.4184,0
"47448",215374,"Polyporus craterellus Berk. & M.A. Curtis",39.93785,-87.0894,0
"48133",214161,"Polyporus craterellus Berk. & M.A. Curtis",40.70685,-80.6459,0
"57338",205430,"Polyporus craterellus Berk. & M.A. Curtis",42.6812,-80.32955,0
"58241",204508,"Polyporus craterellus Berk. & M.A. Curtis",40.74465,-81.0899,0
"63232",197345,"Polyporus decurrens Underwood",33.5095,-117.631,0
"519",269220,"Polyporus P. Micheli ex Adans.",37.8928,-122.2665,0
"1884",267200,"Polyporus P. Micheli ex Adans.",32.9948,-116.9335,0
"11338",255537,"Polyporus P. Micheli ex Adans.",42.25685,-83.0494,0
"12283",254613,"Polyporus P. Micheli ex Adans.",40.67455,-80.5413,0
"17980",248873,"Polyporus P. Micheli ex Adans.",33.98445,-84.2499,0
"22969",248192,"Polyporus P. Micheli ex Adans.",44.1413,-74.78185,0
"25538",240385,"Polyporus P. Micheli ex Adans.",39.4763,-76.4083,0
"25928",240519,"Polyporus P. Micheli ex Adans.",40.92025,-80.20295,0
"26310",239628,"Polyporus P. Micheli ex Adans.",39.9939,-81.7407,0
"27312",238520,"Polyporus P. Micheli ex Adans.",35.8725,-78.761,0
"27459",238491,"Polyporus P. Micheli ex Adans.",44.3985,-87.81615,0
"27704",249394,"Polyporus P. Micheli ex Adans.",43.014,-79.2686,0
"30500",234510,"Polyporus P. Micheli ex Adans.",42.6812,-80.32955,0
"33927",228321,"Polyporus P. Micheli ex Adans.",37.3144,-122.0635,0
"35292",226806,"Polyporus P. Micheli ex Adans.",35.1048,-85.33425,0
"35891",226290,"Polyporus P. Micheli ex Adans.",37.0416,-122.151,0
"36107",226071,"Polyporus P. Micheli ex Adans.",44.03305,-123.06,0
"36621",225327,"Polyporus P. Micheli ex Adans.",37.3135,-122.064,0
"43488",217865,"Polyporus P. Micheli ex Adans.",48.04405,-122.465,0
"51652",213690,"Polyporus P. Micheli ex Adans.",41.4042,-80.3849,0
"61032",200276,"Polyporus P. Micheli ex Adans.",46.56095,-123.569,0
"15203",252033,"Polyporus radicatus Schwein.",43.10645,-80.2855,0
"15965",251603,"Polyporus radicatus Schwein.",42.1461,-87.90285,0
"17219",249658,"Polyporus radicatus Schwein.",43.2176,-79.76695,0
"17983",248862,"Polyporus radicatus Schwein.",40.74465,-81.0899,0
"42958",218882,"Polyporus radicatus Schwein.",41.29635,-81.09425,0
"44084",218566,"Polyporus radicatus Schwein.",35.8965,-85.00775,0
"44871",217150,"Polyporus radicatus Schwein.",42.5923,-78.025,0
"46941",236977,"Polyporus radicatus Schwein.",39.8039,-84.9701,0
"629",269385,"Polyporus tuberaster (Jacq.) Fr.",33.03135,-117.247,0
"5063",262494,"Polyporus tuberaster (Jacq.) Fr.",37.9033,-122.255,0
"10705",256980,"Polyporus tuberaster (Jacq.) Fr.",39.1071,-119.9065,0
"31235",233714,"Polyporus tuberaster (Jacq.) Fr.",37.0754,-119.5515,0
"11475",255237,"Polyporus umbellatus Pers. ex Fr.",35.8725,-78.761,0
"24916",240917,"Polyporus umbellatus Pers. ex Fr.",42.82125,-80.14945,0
"25231",240596,"Polyporus umbellatus Pers. ex Fr.",42.8341,-80.1493,0
"25404",240444,"Polyporus umbellatus Pers. ex Fr.",42.82125,-80.14945,0
"27855",237722,"Polyporus umbellatus Pers. ex Fr.",35.8725,-78.761,0
"51822",210566,"Polyporus umbellatus Pers. ex Fr.",42.8341,-80.1493,0
"56618",206270,"Polyporus umbellatus Pers. ex Fr.",42.78625,-80.198,0
"56688",206200,"Polyporus umbellatus Pers. ex Fr.",42.78625,-80.198,0
"56827",205998,"Polyporus umbellatus Pers. ex Fr.",42.78625,-80.198,0
"57031",205822,"Polyporus umbellatus Pers. ex Fr.",42.78625,-80.198,0
"9680",257159,"Polyporus varius group",42.20945,-82.8877,0
"24807",240987,"Polyporus varius group",46.15085,-67.6002,0
"35208",226893,"Polyporus varius group",35.12805,-85.36015,0
"55554",207300,"Polyporus varius group",41.08175,-75.89205,0
"56321",206823,"Polyporus varius group",41.43815,-75.2766,0
"57551",205289,"Polyporus varius group",33.991,-83.4954,0
"56",269945,"Poria sensu lato",37.88145,-122.1815,0
"1324",267849,"Poria sensu lato",37.81525,-122.163,0
"1387",267781,"Poria sensu lato",39.02245,-84.1205,0
"1391",267777,"Poria sensu lato",38.71065,-83.45365,0
"1883",267201,"Poria sensu lato",32.9948,-116.9335,0
"7081",259661,"Poria sensu lato",41.24435,-76.13215,0
"7681",259149,"Poria sensu lato",41.86445,-88.42865,0
"10484",258805,"Poria sensu lato",43.6392,-88.17475,0
"13117",258045,"Poria sensu lato",41.2345,-74.7633,0
"19426",249578,"Poria sensu lato",48.13015,-122.595,0
"20508",246184,"Poria sensu lato",38.71485,-90.48465,0
"22885",248251,"Poria sensu lato",44.143,-74.77065,0
"23360",243044,"Poria sensu lato",41.28875,-76.3021,0
"23939",242428,"Poria sensu lato",44.6074,-89.72285,0
"25546",240349,"Poria sensu lato",43.16345,-79.22575,0
"25692",240213,"Poria sensu lato",42.82125,-80.14945,0
"27682",238001,"Poria sensu lato",41.0288,-75.50855,0
"28815",236639,"Poria sensu lato",35.1367,-89.83885,0
"31484",233971,"Poria sensu lato",37.8125,-122.292,0
"32214",230224,"Poria sensu lato",33.991,-83.4954,0
"34277",228605,"Poria sensu lato",35.07685,-85.2685,0
"34282",228598,"Poria sensu lato",35.07685,-85.2685,0
"34333",228001,"Poria sensu lato",34.8524,-85.83295,0
"35938",227682,"Poria sensu lato",41.2496,-73.79715,0
"36895",225257,"Poria sensu lato",38.7113,-90.48415,0
"37040",224846,"Poria sensu lato",42.08075,-78.4777,0
"37502",224258,"Poria sensu lato",37.07225,-122.07,0
"38345",224353,"Poria sensu lato",42.05115,-93.87865,0
"39508",223032,"Poria sensu lato",43.0844,-89.42385,0
"39567",221881,"Poria sensu lato",48.3708,-122.6295,0
"39588",221840,"Poria sensu lato",43.16025,-79.234,0
"39896",227518,"Poria sensu lato",43.78645,-124.157,0
"41361",220334,"Poria sensu lato",43.16025,-79.234,0
"41363",220332,"Poria sensu lato",43.16025,-79.234,0
"41707",220088,"Poria sensu lato",44.3102,-124.09,0
"42763",224648,"Poria sensu lato",38.0822,-87.9562,0
"42920",224485,"Poria sensu lato",39.3544,-86.3493,0
"42924",224481,"Poria sensu lato",39.3544,-86.3493,0
"43927",217393,"Poria sensu lato",43.16345,-79.22575,0
"44717",217119,"Poria sensu lato",45.6626,-122.5735,0
"44770",220881,"Poria sensu lato",48.223,-122.743,0
"45039",217741,"Poria sensu lato",39.6108,-84.97475,0
"46540",235691,"Poria sensu lato",39.78965,-84.9714,0
"48523",213994,"Poria sensu lato",47.7453,-122.3075,0
"58744",204043,"Poria sensu lato",44.52465,-87.9616,0
"63665",196999,"Poria sensu lato",38.71485,-90.48465,0
"63878",196254,"Poria sensu lato",37.4031,-122.2745,0
"65834",194535,"Poria sensu lato",33.58065,-117.7785,0
"32106",230580,"Porina scabrida R.C. Harris",33.2457,-87.07075,0
"10488",258184,"Porodaedalea chrysoloma (Fr.) Fiasson & Niemela",43.6392,-88.17475,0
"15982",251335,"Porodaedalea chrysoloma (Fr.) Fiasson & Niemela",48.4669,-124.127,0
"37620",224145,"Porodaedalea chrysoloma (Fr.) Fiasson & Niemela",48.5215,-123.4155,0
"57914",204893,"Porodaedalea chrysoloma (Fr.) Fiasson & Niemela",48.43605,-123.453,0
"60253",202330,"Porodaedalea chrysoloma (Fr.) Fiasson & Niemela",48.3498,-123.565,0
"41826",220769,"Porodaedalea gilbertsonii (M.J. Larsen)",37.4734,-122.35,0
"30317",234713,"Porodaedalea Murrill",48.06185,-122.51,0
"35573",226618,"Porodaedalea Murrill",48.13015,-122.595,0
"509",269444,"Porodaedalea pini (Brot.) Murrill",38.71065,-83.45365,0
"4167",263966,"Porodaedalea pini (Brot.) Murrill",48.5215,-123.4155,0
"7246",261521,"Porodaedalea pini (Brot.) Murrill",45.5099,-122.7185,0
"22707",243541,"Porodaedalea pini (Brot.) Murrill",39.46975,-76.3,0
"32079",230395,"Porodaedalea pini (Brot.) Murrill",39.27375,-123.755,0
"40091",223286,"Porodaedalea pini (Brot.) Murrill",38.57535,-123.313,0
"40105",222837,"Porodaedalea pini (Brot.) Murrill",38.57535,-123.313,0
"57518",219935,"Porodaedalea pini (Brot.) Murrill",45.27795,-121.713,0
"61371",199918,"Porodaedalea pini (Brot.) Murrill",47.44605,-121.427,0
"61374",199915,"Porodaedalea pini (Brot.) Murrill",47.44605,-121.427,0
"62784",197142,"Porodaedalea pini (Brot.) Murrill",36.9954,-122.043,0
"63666",196961,"Porodaedalea pini (Brot.) Murrill",48.5215,-123.4155,0
"40125",221514,"Porodaedalea pini group",38.57535,-123.313,0
"40139",221383,"Porodaedalea pini group",38.58545,-123.3305,0
"14735",264823,"Porodisculus pendulus (Schw.) Murr.",38.9124,-78.1911,0
"996",268509,"Poronidulus conchifer (Schwein.) Murrill",38.68485,-90.48915,0
"15079",252648,"Poronidulus conchifer (Schwein.) Murrill",44.0454,-90.01995,0
"16007",250997,"Poronidulus conchifer (Schwein.) Murrill",38.5658,-90.6591,0
"20227",246248,"Poronidulus conchifer (Schwein.) Murrill",43.14785,-90.0468,0
"28470",237052,"Poronidulus conchifer (Schwein.) Murrill",40.7156,-80.59575,0
"29122",236331,"Poronidulus conchifer (Schwein.) Murrill",35.1367,-89.83885,0
"29317",236333,"Poronidulus conchifer (Schwein.) Murrill",35.1367,-89.83885,0
"30663",234135,"Poronidulus conchifer (Schwein.) Murrill",38.5915,-90.47865,0
"31017",233753,"Poronidulus conchifer (Schwein.) Murrill",38.58605,-90.4638,0
"39922",222544,"Poronidulus conchifer (Schwein.) Murrill",39.8039,-84.9701,0
"42813",220192,"Poronidulus conchifer (Schwein.) Murrill",38.67095,-90.46525,0
"42834",218824,"Poronidulus conchifer (Schwein.) Murrill",38.622,-90.6948,0
"45116",216838,"Poronidulus conchifer (Schwein.) Murrill",37.81995,-90.2429,0
"45232",220278,"Poronidulus conchifer (Schwein.) Murrill",44.08935,-69.88555,0
"32094",230328,"Porotheleum Fr.",36.99385,-121.898,0
"7652",259296,"Porphyrellus atrofuscus E.A. Dick & Snell",38.5663,-123.333,0
"39897",227517,"Porphyrellus E.-J. Gilbert",43.78645,-124.157,0
"41715",220057,"Porphyrellus E.-J. Gilbert",44.3102,-124.09,0
"8050",259237,"Porphyrellus porphyrosporus (Fr.) E.-J. Gilbert",44.73025,-124.052,0
"21425",244727,"Porphyrellus porphyrosporus (Fr.) E.-J. Gilbert",47.1456,-123.0525,0
"41270",220487,"Porphyrellus porphyrosporus (Fr.) E.-J. Gilbert",45.5795,-123.951,0
"46561",215762,"Porphyrellus porphyrosporus (Fr.) E.-J. Gilbert",42.08425,-73.4872,0
"11911",255271,"Porphyrellus porphyrosporus (Fr. & Hök) E.-J. Gilbert",48.5855,-124.3475,0
"20125",246119,"Porpidia albocaerulescens (Wulfen) Hertel & Knoph",41.95515,-72.87895,0
"27931",237687,"Porpidia albocaerulescens (Wulfen) Hertel & Knoph",43.38805,-89.7525,0
"44786",218540,"Porpidia albocaerulescens (Wulfen) Hertel & Knoph",35.6707,-82.43135,0
"49367",212902,"Porpidia albocaerulescens (Wulfen) Hertel & Knoph",46.1743,-91.14985,0
"60154",202339,"Porpidia albocaerulescens (Wulfen) Hertel & Knoph",43.3954,-89.72725,0
"23094",243369,"Porpidia crustulata (Ach.) Hertel & Knoph",43.91875,-90.27265,0
"489",269371,"Porpidia Körb.",33.72415,-117.684,0
"3729",266752,"Postia caesia (Schrad.) P. Karst.",42.3132,-122.9705,0
"6000",262032,"Postia caesia (Schrad.) P. Karst.",48.5215,-123.4155,0
"10217",256630,"Postia caesia (Schrad.) P. Karst.",43.5006,-70.3862,0
"14230",253008,"Postia caesia (Schrad.) P. Karst.",48.7969,-125.114,0
"37978",223572,"Postia caesia (Schrad.) P. Karst.",37.017,-122.0405,0
"39079",222272,"Postia caesia (Schrad.) P. Karst.",38.9823,-76.94245,0
"42092",233963,"Postia caesia (Schrad.) P. Karst.",43.08605,-81.81985,0
"47195",220300,"Postia caesia (Schrad.) P. Karst.",35.80925,-105.769,0
"47553",214722,"Postia caesia (Schrad.) P. Karst.",38.4879,-78.3261,0
"47609",214664,"Postia caesia (Schrad.) P. Karst.",38.4879,-78.3261,0
"47681",214592,"Postia caesia (Schrad.) P. Karst.",38.4879,-78.3261,0
"47777",214482,"Postia caesia (Schrad.) P. Karst.",38.4879,-78.3261,0
"47863",214396,"Postia caesia (Schrad.) P. Karst.",38.4879,-78.3261,0
"62616",198052,"Postia caesia (Schrad.) P. Karst.",37.6642,-120.4595,0
"8798",258455,"Postia Fr.",45.5795,-123.951,0
"12397",255184,"Postia Fr.",41.6104,-71.84035,0
"4242",264040,"Postia fragilis (Fr.) Jülich",37.06255,-122.0295,0
"5496",266374,"Postia fragilis (Fr.) Jülich",43.46935,-70.8018,0
"7260",261490,"Postia fragilis (Fr.) Jülich",45.5099,-122.7185,0
"8211",258651,"Postia fragilis (Fr.) Jülich",43.5006,-70.3862,0
"8574",258075,"Postia fragilis (Fr.) Jülich",39.8925,-82.9133,0
"8625",257964,"Postia fragilis (Fr.) Jülich",44.2161,-70.9502,0
"9869",257457,"Postia fragilis (Fr.) Jülich",41.29635,-81.09425,0
"14781",264777,"Postia fragilis (Fr.) Jülich",38.9124,-78.1911,0
"42761",224654,"Postia fragilis (Fr.) Jülich",38.0822,-87.9562,0
"47560",214715,"Postia fragilis (Fr.) Jülich",38.4879,-78.3261,0
"47631",214642,"Postia fragilis (Fr.) Jülich",38.4879,-78.3261,0
"47727",214532,"Postia fragilis (Fr.) Jülich",38.4879,-78.3261,0
"47813",214446,"Postia fragilis (Fr.) Jülich",38.4879,-78.3261,0
